,cat,word/character,pronunciation,definition,code,alt,full_pronunciation
4652,1962,泄沓,yì,"泄沓 yìtà garrulous and disorderly, easygoing",t,,yìtà
4653,1963,葬,zàng,(Equivalent:  埋葬 máizàng) bury (the dead),s,,zàng
4654,1963,葬,zàng,(Equivalent:  埋葬 máizàng) bury (the dead),t,,zàng
4655,1964,搜,sōu,search,s,,sōu
4656,1964,搜,sōu,search,t,,sōu
4657,1965,添,tiān,"add, increase",s,,tiān
4658,1965,添,tiān,"add, increase",t,,tiān
4659,1966,遵,zūn,obey,s,,zūn
4660,1966,遵,zūn,obey,t,,zūn
4661,1967,迪,dí,"<archaic> enlighten, guide",s,,dí
4662,1967,迪,dí,"<archaic> enlighten, guide",t,,dí
4663,1968,伪,wěi,"false, fake",s,,wěi
4664,1968,偽,wěi,"false, fake",t,,wěi
4665,1969,兆,zhào,"omen, million, mega",s,,zhào
4666,1969,兆,zhào,"omen, million, mega",t,,zhào
4667,1970,欠,qiàn,"owe, lack, lean forward",s,,qiàn
4668,1970,欠,qiàn,"owe, lack, lean forward",t,,qiàn
4669,1971,谅,liàng,(Equivalent:  原谅 yuánliàng) forgive,s,,liàng
4670,1971,諒,liàng,(Equivalent:  原諒 yuánliàng) forgive,t,,liàng
4671,1972,炎,yán,"(Equivalent:  炎热 yánrè) burning hot, (Equivalent:  发炎 fāyán) inflammation",s,,yán
4672,1972,炎,yán,"(Equivalent:  炎熱 yánrè) burning hot, (Equivalent:  發炎 fāyán) inflammation",t,,yán
4673,1973,氛,fēn,气氛 qìfēn atmosphere,s,,fēn
4674,1973,氛,fēn,氣氛 qìfēn atmosphere,t,,fēn
4675,1974,杖,zhàng,"cane, caning, flogging, (Equivalent:  手杖 shǒuzhàng) staff, walking stick",s,,zhàng
4676,1974,杖,zhàng,"cane, caning, flogging, (Equivalent:  手杖 shǒuzhàng) staff, walking stick",t,,zhàng
4677,1975,瞎,xiā,"become blind, pointlessly",s,,xiā
4678,1975,瞎,xiā,"become blind, pointlessly",t,,xiā
4679,1976,钓,diào,(Equivalent:  钓鱼 diàoyú) to fish,s,,diào
4680,1976,釣,diào,(Equivalent:  釣魚 diàoyú) to fish,t,,diào
4681,1976,钓钩,diào, diàogōu fishing hook,s,,diàogōu
4682,1976,釣鉤,diào, diàogōu fishing hook,t,,diàogōu
4683,1977,肠,cháng,intestine,s,,cháng
4684,1977,腸,cháng,intestine,t,,cháng
4685,1978,披,pī,"drape over one's shoulders, open",s,,pī
4686,1978,披,pī,"drape over one's shoulders, open",t,,pī
4687,1979,剥,bāo,"shell, peel",s,,bāo
4688,1979,剝,bāo,"shell, peel",t,,bāo
4689,1980,誓,shì,(Equivalent:  发誓 fāshì) swear,s,,shì
4690,1980,誓,shì,(Equivalent:  發誓 fāshì) swear,t,,shì
4691,1981,赚,zhuàn,"gain, profit",s,,zhuàn
4692,1981,賺,zhuàn,"gain, profit",t,,zhuàn
4693,1981,赚,zuàn,cheat,s,,zuàn
4694,1981,賺,zuàn,cheat,t,,zuàn
4695,1982,役,yì,"labor, required service, (Equivalent:  战役 zhànyì) battle",s,,yì
4696,1982,役,yì,"labor, required service, (Equivalent:  戰役 zhànyì) battle",t,,yì
4697,1983,泡,pào,"soak, bubble",s,,pào
4698,1983,泡,pào,"soak, bubble",t,,pào
4699,1983,泡,pāo,spongy,s,,pāo
4700,1983,泡,pāo,spongy,t,,pāo
4701,1984,逆,nì,"go against, disobey, be contrary to",s,,nì
4702,1984,逆,nì,"go against, disobey, be contrary to",t,,nì
4703,1985,矮,ǎi,"short (not tall), low",s,,ǎi
4704,1985,矮,ǎi,"short (not tall), low",t,,ǎi
4705,1986,吊,diào,"hang, lift up, let down with rope, crane, mourn, revoke",s,,diào
4706,1986,吊,diào,"hang, lift up, let down with rope, crane, mourn, revoke",t,,diào
4707,1987,填,tián,"fill, stuff, fill in (form)",s,,tián
4708,1987,填,tián,"fill, stuff, fill in (form)",t,,tián
4709,1988,嘉,jiā,"good, fine, praise",s,,jiā
4710,1988,嘉,jiā,"good, fine, praise",t,,jiā
4711,1989,烛,zhú,蜡烛 làzhú candle,s,,zhú
4712,1989,燭,zhú,蠟燭 làzhú candle,t,,zhú
4713,1990,厦,shà,"大厦 dàshà tall building, mansion",s,,shà
4714,1990,廈,shà,"大廈 dàshà tall building, mansion",t,,shà
4715,1991,夕,xī,"evening, sunset",s,,xī
4716,1991,夕,xī,"evening, sunset",t,,xī
4717,1992,衰,shuāi,"衰弱 shuāiruò weak, feeble",s,,shuāi
4718,1992,衰,shuāi,"衰弱 shuāiruò weak, feeble",t,,shuāi
4719,1993,液,yè,"fluid, (Equivalent:  液体 yètǐ) liquid",s,,yè
4720,1993,液,yè,"fluid, (Equivalent:  液體 yètǐ) liquid",t,,yè
4721,1994,薛,Xuē,<family name>,s,,Xuē
4722,1994,薛,Xuē,<family name>,t,,Xuē
4723,1995,仆,pū,fall forward,s,,pū
4724,1995,僕,pū,fall forward,t,,pū
4725,1995,僕,pú,僕人 púrén servant,t,,pú
4726,1996,迈,mài,"step, stride, old",s,,mài
4727,1996,邁,mài,"step, stride, old",t,,mài
4728,1997,齿,chǐ,(Equivalent:  牙齿 yáchǐ) tooth,s,,chǐ
4729,1997,齒,chǐ,(Equivalent:  牙齒 yáchǐ) tooth,t,,chǐ
4730,1998,谨,jǐn,"(Equivalent:  谨慎 jǐnshèn) cautious, sincerely",s,,jǐn
4731,1998,謹,jǐn,"(Equivalent:  謹慎 jǐnshèn) cautious, sincerely",t,,jǐn
4732,1999,呈,chéng,to present,s,,chéng
4733,1999,呈,chéng,to present,t,,chéng
4734,2000,昂,áng,"(Equivalent:  昂首 ángshǒu) hold one's head high, high, soaring",s,,áng
4735,2000,昂,áng,"(Equivalent:  昂首 ángshǒu) hold one's head high, high, soaring",t,,áng
4736,2001,抄,chāo,copy search and confiscate,s,,chāo
4737,2001,抄,chāo,copy search and confiscate,t,,chāo
4738,2002,弥,mí,弥漫 mímiàn fill the air,s,,mí
4739,2002,彌,mí,彌漫 mímiàn fill the air,t,,mí
4740,2003,渴,kě,(Equivalent:  口渴 kǒukě) thirsty,s,,kě
4741,2003,渴,kě,(Equivalent:  口渴 kǒukě) thirsty,t,,kě
4742,2004,梯,tī,"(Equivalent:  梯子 tīzi) ladder, (Equivalent:  楼梯 lóutī) stairs",s,,tī
4743,2004,梯,tī,"(Equivalent:  梯子 tīzi) ladder, (Equivalent:  樓梯 lóutī) stairs",t,,tī
4744,2005,疏,shū,"sparse, scanty",s,,shū
4745,2005,疏,shū,"sparse, scanty",t,,shū
4746,2006,耗,hào,"(Equivalent:  消耗 xiāohào, =耗费 hàofèi) consume",s,,hào
4747,2006,耗,hào,"(Equivalent:  消耗 xiāohào, =耗費 hàofèi) consume",t,,hào
4748,2007,瞪,dèng,"open (one's eyes) wide, stare, glare",s,,dèng
4749,2007,瞪,dèng,"open (one's eyes) wide, stare, glare",t,,dèng
4750,2008,斥,chì,排斥 páichì reject,s,,chì
4751,2008,斥,chì,排斥 páichì reject,t,,chì
4752,2009,夸,kuā,brag,s,,kuā
4753,2009,誇,kuā,brag,t,,kuā
4754,2010,蒂,dì,stem of a fruid,s,,dì
4755,2010,蒂,dì,stem of a fruid,t,,dì
4756,2011,剪,jiǎn,(Equivalent:  剪刀 jiǎndāo) scissors,s,,jiǎn
4757,2011,剪,jiǎn,(Equivalent:  剪刀 jiǎndāo) scissors,t,,jiǎn
4758,2012,娶,qǔ,"marry (a woman), take a wife, get married",s,,qǔ
4759,2012,娶,qǔ,"marry (a woman), take a wife, get married",t,,qǔ
4760,2013,痕,hén,"痕迹 hénjì mark, trace, vestige",s,,hén
4761,2013,痕,hén,"痕跡 hénjì mark, trace, vestige",t,,hén
4762,2014,弗,fú,<archaic> not,s,,fú
4763,2014,弗,fú,<archaic> not,t,,fú
4764,2015,姚,Yáo,<family name>,s,,Yáo
4765,2015,姚,Yáo,<family name>,t,,Yáo
4766,2016,债,zhài,debt,s,,zhài
4767,2016,債,zhài,debt,t,,zhài
4768,2017,妥,tuǒ,"appropriate, ready",s,,tuǒ
4769,2017,妥,tuǒ,"appropriate, ready",t,,tuǒ
4770,2018,璃,lí,玻璃 bōli glass,s,,lí
4771,2018,璃,lí,玻璃 bōli glass,t,,lí
4772,2018,琉璃,lí, liúlí coloured glaze,s,,liúlí
4773,2018,琉璃,lí,琉璃 liúlí coloured glaze,t,,liúlí
4774,2019,掏,tāo,"pull out, fish out (from pocket, etc.), dig",s,,tāo
4775,2019,掏,tāo,"pull out, fish out (from pocket, etc.), dig",t,,tāo
4776,2020,刹,shā,"(Equivalent:  刹车) brake, stop",s,,shā
4777,2020,剎,shā,"(Equivalent:  剎車) brake, stop",t,,shā
4778,2021,晶,jīng,bright,s,,jīng
4779,2021,晶,jīng,bright,t,,jīng
4780,2022,衷,zhōng,"inner feelings, middle",s,,zhōng
4781,2022,衷,zhōng,"inner feelings, middle",t,,zhōng
4782,2023,肤,fū,(Equivalent:  皮肤 pífu) skin,s,,fū
4783,2023,膚,fū,(Equivalent:  皮膚 pífu) skin,t,,fū
4784,2024,鹿,lù,deer,s,,lù
4785,2024,鹿,lù,deer,t,,lù
4786,2025,拓,tà,make rubbings from stone/bronze,s,,tà
4787,2025,拓,tà,make rubbings from stone/bronze,t,,tà
4788,2025,拓,tuò,"open up, develop",s,,tuò
4789,2025,拓,tuò,"open up, develop",t,,tuò
4790,2026,卓,zhuó,"tall, <family name>, (Equivalent:  卓越 zhuóyuè) outstanding",s,,zhuó
4791,2026,卓,zhuó,"tall, <family name>, (Equivalent:  卓越 zhuóyuè) outstanding",t,,zhuó
4792,2027,症,zhèng,disease,s,,zhèng
4793,2027,癥,zhèng,disease,t,,zhèng
4794,2028,糖,táng,"sugar, (Equivalent:  糖果 tángguǒ) candy",s,,táng
4795,2028,糖,táng,"sugar, (Equivalent:  糖果 tángguǒ) candy",t,,táng
4796,2028,糖醋,táng, tángcù sweet and sour,s,,tángcù
4797,2028,糖醋,táng,糖醋 tángcù sweet and sour,t,,tángcù
4798,2029,钦,qīn,"by the emperor himself, respect, (Equivalent:  钦佩 qīnpèi) admire",s,,qīn
4799,2029,欽,qīn,"by the emperor himself, respect, (Equivalent:  欽佩 qīnpèi) admire",t,,qīn
4800,2030,绵,mián,连绵 unbroken,s,,mián
4801,2030,綿,mián,連綿 unbroken,t,,mián
4802,2031,哩,lī,<used as for sound value>,s,,lī
4803,2031,哩,lī,<used as for sound value>,t,,lī
4804,2032,诱,yòu,"guide, lead, lure",s,,yòu
4805,2032,誘,yòu,"guide, lead, lure",t,,yòu
4806,2033,枯,kū,"withered, dried up, dull",s,,kū
4807,2033,枯,kū,"withered, dried up, dull",t,,kū
4808,2034,歇,xiē,have a rest,s,,xiē
4809,2034,歇,xiē,have a rest,t,,xiē
4810,2035,塑,sù,"model, mould",s,,sù
4811,2035,塑,sù,"model, mould",t,,sù
4812,2036,妨,fáng,"(Equivalent:  妨碍 fáng'ài) hinder, impede, harm",s,,fáng
4813,2036,妨,fáng,"(Equivalent:  妨礙 fáng'ài) hinder, impede, harm",t,,fáng
4814,2037,豫,yù,short name for Henan,s,,yù
4815,2037,豫,yù,short name for Henan,t,,yù
4816,2038,抑,yì,"press down, restrain",s,,yì
4817,2038,抑,yì,"press down, restrain",t,,yì
4818,2039,珊,shān,珊瑚 shānhú coral,s,,shān
4819,2039,珊,shān,珊瑚 shānhú coral,t,,shān
4820,2039,珊瑚礁,shān, shānhújiāo coral reef,s,,shānhújiāo
4821,2039,珊瑚礁,shān, shānhújiāo coral reef,s,,shānhújiāo
4822,2039,珊瑚礁,shān,珊瑚礁 shānhújiāo coral reef,t,,shānhújiāo
4823,2039,珊瑚礁,shān,珊瑚礁 shānhújiāo coral reef,t,,shānhújiāo
4824,2040,棍,gùn,"(棍子) rod, stick",s,,gùn
4825,2040,棍,gùn,"(棍子) rod, stick",t,,gùn
4826,2041,晋,jìn,"enter, advance, promote, a dynasty (265-420), <family name>, short name for Shanxi province",s,,jìn
4827,2041,晉,jìn,"enter, advance, promote, a dynasty (265-420), <family name>, short name for Shanxi province",t,,jìn
4828,2042,淋,lín,"pour, drench",s,,lín
4829,2042,淋,lín,"pour, drench",t,,lín
4830,2042,冰淇淋,lín, bīngqilín ice cream,s,,bīngqilín
4831,2042,冰淇淋,lín,冰淇淋 bīngqilín ice cream,t,,bīngqilín
4832,2042,淋,lìn,"strain, filter",s,,lìn
4833,2042,淋,lìn,"strain, filter",t,,lìn
4834,2043,悦,yuè,"(Equivalent:  喜悦 xǐyuè) happy, joyful, delighted",s,,yuè
4835,2043,悅,yuè,"(Equivalent:  喜悅 xǐyuè) happy, joyful, delighted",t,,yuè
4836,2044,敦,dūn,"敦厚 dūnhòu honest, sincere",s,,dūn
4837,2044,敦,dūn,"敦厚 dūnhòu honest, sincere",t,,dūn
4838,2044,敦,duì,ancient vessel,s,,duì
4839,2044,敦,duì,ancient vessel,t,,duì
4840,2045,艳,yàn,"beauteous, amorous, (Equivalent:  艳丽 yànlì) gorgeous, respendent",s,,yàn
4841,2045,艷,yàn,"beauteous, amorous, (Equivalent:  艷麗 yànlì) gorgeous, respendent",t,,yàn
4842,2046,玻,bō,玻璃 bōli glass,s,,bō
4843,2046,玻,bō,玻璃 bōli glass,t,,bō
4844,2047,砸,zá,"strike, smash, break",s,,zá
4845,2047,砸,zá,"strike, smash, break",t,,zá
4846,2048,嚷,rǎng,"shout, yell",s,,rǎng
4847,2048,嚷,rǎng,"shout, yell",t,,rǎng
4848,2049,盲,máng,"(Equivalent:  盲目 mángmù) blind, unable to distinguish",s,,máng
4849,2049,盲,máng,"(Equivalent:  盲目 mángmù) blind, unable to distinguish",t,,máng
4850,2050,辨,biàn,"distinguish, differentiate",s,,biàn
4851,2050,辨,biàn,"distinguish, differentiate",t,,biàn
4852,2051,葛,gé,"kudzu vine, grass-cloth",s,,gé
4853,2051,葛,gé,"kudzu vine, grass-cloth",t,,gé
4854,2051,葛,Gě,<family name>,s,,Gě
4855,2051,葛,Gě,<family name>,t,,Gě
4856,2052,罕,hǎn,"rarely, seldom",s,,hǎn
4857,2052,罕,hǎn,"rarely, seldom",t,,hǎn
4858,2053,矩,jǔ,(carpenter's square),s,,jǔ
4859,2053,矩,jǔ,(carpenter's square),t,,jǔ
4860,2054,泳,yǒng,游泳 yóuyǒng swim,s,,yǒng
4861,2054,泳,yǒng,游泳 yóuyǒng swim,t,,yǒng
4862,2055,宅,zhái,"residence, house",s,,zhái
4863,2055,宅,zhái,"residence, house",t,,zhái
4864,2056,贷,dài,"borrow, (Equivalent:  贷款 dàikuǎn) lend, loan",s,,dài
4865,2056,貸,dài,"borrow, (Equivalent:  貸款 dàikuǎn) lend, loan",t,,dài
4866,2057,膀,bǎng,"upper arm, (Equivalent:  肩膀 jiānbǎng) shoulder",s,,bǎng
4867,2057,膀,bǎng,"upper arm, (Equivalent:  肩膀 jiānbǎng) shoulder",t,,bǎng
4868,2057,翅膀,bǎng, chìbǎng wing,s,,chìbǎng
4869,2057,翅膀,bǎng,翅膀 chìbǎng wing,t,,chìbǎng
4870,2057,膀,pāng,swell,s,,pāng
4871,2057,膀,pāng,swell,t,,pāng
4872,2057,膀胱,páng, pángguāng urinary bladder,s,,pángguāng
4873,2057,膀胱,páng,膀胱 pángguāng urinary bladder,t,,pángguāng
4874,2058,捏,niē,"hold between the fingers, knead, fabricate",s,,niē
4875,2058,捏,niē,"hold between the fingers, knead, fabricate",t,,niē
4876,2059,颈,jǐng,(Equivalent:  颈项 jǐngxiàng) neck,s,,jǐng
4877,2059,頸,jǐng,(Equivalent:  頸項 jǐngxiàng) neck,t,,jǐng
4878,2060,践,jiàn,实践 put into practice,s,,jiàn
4879,2060,踐,jiàn,實踐 put into practice,t,,jiàn
4880,2061,脖,bó,(Equivalent:  脖子 bózi) neck,s,,bó
4881,2061,脖,bó,(Equivalent:  脖子 bózi) neck,t,,bó
4882,2062,贾,gǔ,merchant,s,,gǔ
4883,2062,賈,gǔ,merchant,t,,gǔ
4884,2062,贾,Jiǎ,<family name>,s,,Jiǎ
4885,2062,賈,Jiǎ,<family name>,t,,Jiǎ
4886,2063,轿,jiào,sedan chair,s,,jiào
4887,2063,轎,jiào,sedan chair,t,,jiào
4888,2064,脾,pí,spleen,s,,pí
4889,2064,脾,pí,spleen,t,,pí
4890,2065,堡,bǎo,"(Equivalent:  堡垒 bǎolěi), fort, fortress",s,,bǎo
4891,2065,堡,bǎo,"(Equivalent:  堡壘 bǎolěi), fort, fortress",t,,bǎo
4892,2065,堡,pù,walled town/village (used mostly in place names),s,,pù
4893,2065,堡,pù,walled town/village (used mostly in place names),t,,pù
4894,2066,娇,jiāo,"graceful, delicate",s,,jiāo
4895,2066,嬌,jiāo,"graceful, delicate",t,,jiāo
4896,2067,浙,Zhè,浙江省 Zhèjiāngshěng Zhejiang Province,s,,Zhè
4897,2067,浙,Zhè,浙江省 Zhèjiāngshěng Zhejiang Province,t,,Zhè
4898,2068,劣,liè,"bad, inferior, minor",s,,liè
4899,2068,劣,liè,"bad, inferior, minor",t,,liè
4900,2069,潇,xiāo,deep and clear water,s,,xiāo
4901,2069,瀟,xiāo,deep and clear water,t,,xiāo
4902,2070,赐,cì,"give, grant, gift (from superior to inferior)",s,,cì
4903,2070,賜,cì,"give, grant, gift (from superior to inferior)",t,,cì
4904,2071,陀,tuó,陀螺 tuóluó top (spiraling toy),s,,tuó
4905,2071,陀,tuó,陀螺 tuóluó top (spiraling toy),t,,tuó
4906,2071,陀螺仪,tuó, tuóluóyí gyroscope,s,,tuóluóyí
4907,2071,陀螺儀,tuó,陀螺儀 tuóluóyí gyroscope,t,,tuóluóyí
4908,2072,蓄,xù,"store, save, grow",s,,xù
4909,2072,蓄,xù,"store, save, grow",t,,xù
4910,2073,坟,fén,"grave, tomb",s,,fén
4911,2073,墳,fén,"grave, tomb",t,,fén
4912,2074,颂,sòng,"praise, song, ode",s,,sòng
4913,2074,頌,sòng,"praise, song, ode",t,,sòng
4914,2075,漏,lòu,(Equivalent:  漏水 lòushuǐ) leak out,s,,lòu
4915,2075,漏,lòu,(Equivalent:  漏水 lòushuǐ) leak out,t,,lòu
4916,2076,杭,Háng,杭州 Hángzhōu,s,,Háng
4917,2076,杭,Háng,杭州 Hángzhōu,t,,Háng
4918,2077,茅,máo,"straw, thatch",s,,máo
4919,2077,茅,máo,"straw, thatch",t,,máo
4920,2078,砖,zhuān,brick,s,,zhuān
4921,2078,磚,zhuān,brick,t,,zhuān
4922,2079,瞬,shùn,wink,s,,shùn
4923,2079,瞬,shùn,wink,t,,shùn
4924,2080,鹤,hè,crane (emblem of longevity),s,,hè
4925,2080,鶴,hè,crane (emblem of longevity),t,,hè
4926,2081,辟,bì,monarch,s,,bì
4927,2081,辟,bì,monarch,t,,bì
4928,2082,渔,yú,to fish,s,,yú
4929,2082,漁,yú,to fish,t,,yú
4930,2083,乖,guāi,"clever, (Equivalent:  乖乖 guāiguāi) obedient, well-behaved",s,,guāi
4931,2083,乖,guāi,"clever, (Equivalent:  乖乖 guāiguāi) obedient, well-behaved",t,,guāi
4932,2084,霸,bà,"overlord, tyrant, dominate",s,,bà
4933,2084,霸,bà,"overlord, tyrant, dominate",t,,bà
4934,2085,襄,xiāng,"(Equivalent:  襄助 xiāngzhù) assist, help",s,,xiāng
4935,2085,襄,xiāng,"(Equivalent:  襄助 xiāngzhù) assist, help",t,,xiāng
4936,2086,炒,chǎo,"stir fry, saute",s,,chǎo
4937,2086,炒,chǎo,"stir fry, saute",t,,chǎo
4938,2087,哑,yǎ,"mute, dumb, hoarse",s,,yǎ
4939,2087,啞,yǎ,"mute, dumb, hoarse",t,,yǎ
4940,2087,哑,yā,"<interjection indicating surprice, same as 呀>, ah, oh",s,,yā
4941,2087,啞,yā,"<interjection indicating surprice, same as 呀>, ah, oh",t,,yā
4942,2088,浦,pǔ,"riverside, river mouth (mostly used in place names), <family name>",s,,pǔ
4943,2088,浦,pǔ,"riverside, river mouth (mostly used in place names), <family name>",t,,pǔ
4944,2089,饼,bǐng,cake,s,,bǐng
4945,2089,餅,bǐng,cake,t,,bǐng
4946,2090,牺,xī,sacrificial animal,s,,xī
4947,2090,犧,xī,sacrificial animal,t,,xī
4948,2091,滩,tān,"(Equivalent:  海滩 hǎitān) beach, sands",s,,tān
4949,2091,灘,tān,"(Equivalent:  海灘 hǎitān) beach, sands",t,,tān
4950,2092,钉,dīng,"a nail, to follow closely",s,,dīng
4951,2092,釘,dīng,"a nail, to follow closely",t,,dīng
4952,2092,钉,dìng,to nail,s,,dìng
4953,2092,釘,dìng,to nail,t,,dìng
4954,2093,吁,yù,"plead, (Equivalent:  呼吁 hūyù) appeal",s,,yù
4955,2093,吁,yù,"plead, (Equivalent:  呼吁 hūyù) appeal",t,,yù
4956,2093,吁,yū,"<interjection ""Whoa!"">",s,,yū
4957,2093,吁,yū,"<interjection ""Whoa!"">",t,,yū
4958,2094,锡,xī,tin (Sn),s,,xī
4959,2094,錫,xī,tin (Sn),t,,xī
4960,2095,赠,zèng,(Equivalent:  赠送 zèngsòng) give as a present,s,,zèng
4961,2095,贈,zèng,(Equivalent:  贈送 zèngsòng) give as a present,t,,zèng
4962,2096,哄,hōng,hubbub,s,,hōng
4963,2096,哄,hōng,hubbub,t,,hōng
4964,2096,哄,hǒng,"fool, coax",s,,hǒng
4965,2096,哄,hǒng,"fool, coax",t,,hǒng
4966,2096,哄,hòng,horseplay,s,,hòng
4967,2096,哄,hòng,horseplay,t,,hòng
4968,2097,铃,líng,bell,s,,líng
4969,2097,鈴,líng,bell,t,,líng
4970,2098,顽,wán,"stupid, stubborn, naughty",s,,wán
4971,2098,頑,wán,"stupid, stubborn, naughty",t,,wán
4972,2099,殖,zhí,"propagate, (Equivalent:  繁殖 fánzhí) breed, reproduce, colonize",s,,zhí
4973,2099,殖,zhí,"propagate, (Equivalent:  繁殖 fánzhí) breed, reproduce, colonize",t,,zhí
4974,2100,鹰,yīng,"hawk, eagle",s,,yīng
4975,2100,鷹,yīng,"hawk, eagle",t,,yīng
4976,2101,蔡,Cài,"<family name>, sacrificial tortoise",s,,Cài
4977,2101,蔡,Cài,"<family name>, sacrificial tortoise",t,,Cài
4978,2102,芙,fú,"芙蓉 fúróng cottonrose hibiscus, lotus",s,,fú
4979,2102,芙,fú,"芙蓉 fúróng cottonrose hibiscus, lotus",t,,fú
4980,2103,彬,bīn,"彬彬 bīnbīn <archaic> refined, urbane",s,,bīn
4981,2103,彬,bīn,"彬彬 bīnbīn <archaic> refined, urbane",t,,bīn
4982,2104,拚,pīn,"(Equivalent:   拼) put/piece together, spell, risk life",s,,pīn
4983,2104,拚,pīn,"(Equivalent:   拼) put/piece together, spell, risk life",t,,pīn
4984,2104,拚,pàn,abandon and ignore,s,,pàn
4985,2104,拚,pàn,abandon and ignore,t,,pàn
4986,2105,轨,guǐ,"track, rail, course, path",s,,guǐ
4987,2105,軌,guǐ,"track, rail, course, path",t,,guǐ
4988,2106,哟,yō,Oh!,s,,yō
4989,2106,喲,yō,Oh!,t,,yō
4990,2106,哟,yo,<interjection indicating exhortation>,s,,yo
4991,2106,喲,yo,<interjection indicating exhortation>,t,,yo
4992,2106,哟,yāo,ouch,s,,yāo
4993,2106,喲,yāo,ouch,t,,yāo
4994,2107,歉,qiàn,apology,s,,qiàn
4995,2107,歉,qiàn,apology,t,,qiàn
4996,2108,盯,dīng,stare at,s,,dīng
4997,2108,盯,dīng,stare at,t,,dīng
4998,2109,硕,shuò,very large,s,,shuò
4999,2109,碩,shuò,very large,t,,shuò
5000,2110,惹,rě,"offend, ask for (trouble)",s,,rě
5001,2110,惹,rě,"offend, ask for (trouble)",t,,rě
5002,2111,契,qì,"(Equivalent:  契约 qìyuē) contract, legal agreement",s,,qì
5003,2111,契,qì,"(Equivalent:  契約 qìyuē) contract, legal agreement",t,,qì
5004,2112,愚,yú,"make a fool of, dupe, (Equivalent:  愚蠢 yúchǔn) foolish, stupid",s,,yú
5005,2112,愚,yú,"make a fool of, dupe, (Equivalent:  愚蠢 yúchǔn) foolish, stupid",t,,yú
5006,2113,帅,shuài,"commander in chief, graceful",s,,shuài
5007,2113,帥,shuài,"commander in chief, graceful",t,,shuài
5008,2114,惶,huáng,"afraid, fearful, (Equivalent:  惶恐 huángkǒng) alarmed, anxious, uneasy, (Equivalent:   忧惶 yōuhuáng, (Equivalent:   惶惑 huánghuò) apprehensive",s,,huáng
5009,2114,惶,huáng,"afraid, fearful, (Equivalent:  惶恐 huángkǒng) alarmed, anxious, uneasy, (Equivalent:   憂惶 yōuhuáng, (Equivalent:   惶惑 huánghuò) apprehensive",t,,huáng
5010,2115,憾,hàn,"(Equivalent:  遗憾 yíhàn) regret, sorry",s,,hàn
5011,2115,憾,hàn,"(Equivalent:  遺憾 yíhàn) regret, sorry",t,,hàn
5012,2116,懒,lǎn,"lazy, sluggish",s,,lǎn
5013,2116,懶,lǎn,"lazy, sluggish",t,,lǎn
5014,2117,姨,yí,"aunt (mother's sister), sister-in-law (wife's sister)",s,,yí
5015,2117,姨,yí,"aunt (mother's sister), sister-in-law (wife's sister)",t,,yí
5016,2118,喘,chuǎn,"(Equivalent:  喘气 chuǎnqì) pant, gasp for breath",s,,chuǎn
5017,2118,喘,chuǎn,"(Equivalent:  喘氣 chuǎnqì) pant, gasp for breath",t,,chuǎn
5018,2119,兽,shòu,"beast, wild animal, (Equivalent:  野兽 yěshòu) beastly, crude, uncivilized",s,,shòu
5019,2119,獸,shòu,"beast, wild animal, (Equivalent:  野獸 yěshòu) beastly, crude, uncivilized",t,,shòu
5020,2120,陌,mò,"path between fields, (Equivalent:  陌生 mòshēng) strange",s,,mò
5021,2120,陌,mò,"path between fields, (Equivalent:  陌生 mòshēng) strange",t,,mò
5022,2121,罩,zhào,"cover, hood, overalls, cage",s,,zhào
5023,2121,罩,zhào,"cover, hood, overalls, cage",t,,zhào
5024,2122,猎,liè,"(Equivalent:  打猎 dǎliè) hunt, chase",s,,liè
5025,2122,獵,liè,"(Equivalent:  打獵 dǎliè) hunt, chase",t,,liè
