,cat,word/character,pronunciation,definition,code,alt
9283,2086,炒面,chǎo," chǎomiàn ""chow mein"", fried noodles",s,
9284,2086,炒麵,chǎo,"炒麵 chǎomiàn ""chow mein"", fried noodles",t,
9285,2087,哑,yǎ,"mute, dumb, hoarse",s,
9286,2087,啞,yǎ,"mute, dumb, hoarse",t,
9287,2087,哑,yā,"<interjection indicating surprice, same as 呀>, ah, oh",s,
9288,2087,啞,yā,"<interjection indicating surprice, same as 呀>, ah, oh",t,
9289,2088,浦,pǔ,"riverside, river mouth (mostly used in place names), <family name>",s,
9290,2088,浦,pǔ,"riverside, river mouth (mostly used in place names), <family name>",t,
9291,2089,饼,bǐng,cake,s,
9292,2089,餅,bǐng,cake,t,
9293,2089,饼干,bǐng," bǐnggān cracker, cookie",s,
9294,2089,餅乾,bǐng,"餅乾 bǐnggān cracker, cookie",t,
9295,2090,牺,xī,sacrificial animal,s,
9296,2090,犧,xī,sacrificial animal,t,
9297,2090,牺牲,xī, xīshēng sacrifice,s,
9298,2090,犧牲,xī,犧牲 xīshēng sacrifice,t,
9299,2091,滩,tān,"(Equivalent:  海滩 hǎitān) beach, sands",s,
9300,2091,灘,tān,"(Equivalent:  海灘 hǎitān) beach, sands",t,
9301,2092,钉,dīng,"a nail, to follow closely",s,
9302,2092,釘,dīng,"a nail, to follow closely",t,
9303,2092,钉,dìng,to nail,s,
9304,2092,釘,dìng,to nail,t,
9305,2093,吁,yù,"plead, (Equivalent:  呼吁 hūyù) appeal",s,
9306,2093,吁,yù,"plead, (Equivalent:  呼吁 hūyù) appeal",t,
9307,2093,吁吁,xū," xūxū panting, puffing hard",s,
9308,2093,吁吁,xū,"吁吁 xūxū panting, puffing hard",t,
9309,2093,吁,yū,"<interjection ""Whoa!"">",s,
9310,2093,吁,yū,"<interjection ""Whoa!"">",t,
9311,2094,锡,xī,tin (Sn),s,
9312,2094,錫,xī,tin (Sn),t,
9313,2095,赠,zèng,(Equivalent:  赠送 zèngsòng) give as a present,s,
9314,2095,贈,zèng,(Equivalent:  贈送 zèngsòng) give as a present,t,
9315,2096,哄,hōng,hubbub,s,
9316,2096,哄,hōng,hubbub,t,
9317,2096,哄,hǒng,"fool, coax",s,
9318,2096,哄,hǒng,"fool, coax",t,
9319,2096,哄,hòng,horseplay,s,
9320,2096,哄,hòng,horseplay,t,
9321,2097,铃,líng,bell,s,
9322,2097,鈴,líng,bell,t,
9323,2098,顽,wán,"stupid, stubborn, naughty",s,
9324,2098,頑,wán,"stupid, stubborn, naughty",t,
9325,2098,顽强,wán, wánqiáng indomitable,s,
9326,2098,頑強,wán,頑強 wánqiáng indomitable,t,
9327,2098,顽固,wán, wángù obstinate,s,
9328,2098,頑固,wán,頑固 wángù obstinate,t,
9329,2099,殖,zhí,"propagate, (Equivalent:  繁殖 fánzhí) breed, reproduce, colonize",s,
9330,2099,殖,zhí,"propagate, (Equivalent:  繁殖 fánzhí) breed, reproduce, colonize",t,
9331,2099,殖民地,zhí, zhímíndì colony,s,
9332,2099,殖民地,zhí,殖民地 zhímíndì colony,t,
9333,2099,骨殖,shi, gǔshi skeleton,s,
9334,2099,骨殖,shi,骨殖 gǔshi skeleton,t,
9335,2100,鹰,yīng,"hawk, eagle",s,
9336,2100,鷹,yīng,"hawk, eagle",t,
9337,2101,蔡,Cài,"<family name>, sacrificial tortoise",s,
9338,2101,蔡,Cài,"<family name>, sacrificial tortoise",t,
9339,2102,芙,fú,"芙蓉 fúróng cottonrose hibiscus, lotus",s,
9340,2102,芙,fú,"芙蓉 fúróng cottonrose hibiscus, lotus",t,
9341,2103,彬,bīn,"彬彬 bīnbīn <archaic> refined, urbane",s,
9342,2103,彬,bīn,"彬彬 bīnbīn <archaic> refined, urbane",t,
9343,2104,拚,pīn,"(Equivalent:   拼) put/piece together, spell, risk life",s,
9344,2104,拚,pīn,"(Equivalent:   拼) put/piece together, spell, risk life",t,
9345,2104,拚,pàn,abandon and ignore,s,
9346,2104,拚,pàn,abandon and ignore,t,
9347,2105,轨,guǐ,"track, rail, course, path",s,
9348,2105,軌,guǐ,"track, rail, course, path",t,
9349,2105,轨道,guǐ, guǐdào orbit,s,
9350,2105,軌道,guǐ,軌道 guǐdào orbit,t,
9351,2106,哟,yō,Oh!,s,
9352,2106,喲,yō,Oh!,t,
9353,2106,哟,yo,<interjection indicating exhortation>,s,
9354,2106,喲,yo,<interjection indicating exhortation>,t,
9355,2106,哟,yāo,ouch,s,
9356,2106,喲,yāo,ouch,t,
9357,2107,歉,qiàn,apology,s,
9358,2107,歉,qiàn,apology,t,
9359,2107,道歉,qiàn, dàoqiàn apologize,s,
9360,2107,道歉,qiàn,道歉 dàoqiàn apologize,t,
9361,2107,抱歉,qiàn," bàoqiàn regret, be sorry",s,
9362,2107,抱歉,qiàn,"抱歉 bàoqiàn regret, be sorry",t,
9363,2108,盯,dīng,stare at,s,
9364,2108,盯,dīng,stare at,t,
9365,2109,硕,shuò,very large,s,
9366,2109,碩,shuò,very large,t,
9367,2109,硕士学位,shuò, shuòshìxuéwèi Master's degree,s,
9368,2109,碩士學位,shuò,碩士學位 shuòshìxuéwèi Master's degree,t,
9369,2110,惹,rě,"offend, ask for (trouble)",s,
9370,2110,惹,rě,"offend, ask for (trouble)",t,
9371,2110,惹麻烦,rě, rě máfán excite or invite trouble,s,
9372,2110,惹麻煩,rě,惹麻煩 rě máfán excite or invite trouble,t,
9373,2111,契,qì,"(Equivalent:  契约 qìyuē) contract, legal agreement",s,
9374,2111,契,qì,"(Equivalent:  契約 qìyuē) contract, legal agreement",t,
9375,2111,契阔,qiè," qièkuò long separation, to be separated from one another",s,
9376,2111,契闊,qiè,"契闊 qièkuò long separation, to be separated from one another",t,
9377,2112,愚,yú,"make a fool of, dupe, (Equivalent:  愚蠢 yúchǔn) foolish, stupid",s,
9378,2112,愚,yú,"make a fool of, dupe, (Equivalent:  愚蠢 yúchǔn) foolish, stupid",t,
9379,2113,帅,shuài,"commander in chief, graceful",s,
9380,2113,帥,shuài,"commander in chief, graceful",t,
9381,2114,惶,huáng,"afraid, fearful, (Equivalent:  惶恐 huángkǒng) alarmed, anxious, uneasy, (Equivalent:   忧惶 yōuhuáng, (Equivalent:   惶惑 huánghuò) apprehensive",s,
9382,2114,惶,huáng,"afraid, fearful, (Equivalent:  惶恐 huángkǒng) alarmed, anxious, uneasy, (Equivalent:   憂惶 yōuhuáng, (Equivalent:   惶惑 huánghuò) apprehensive",t,
9383,2114,惊惶,huáng,"scared, alarmed",s,
9384,2114,驚惶,huáng,"驚惶scared, alarmed",t,
9385,2115,憾,hàn,"(Equivalent:  遗憾 yíhàn) regret, sorry",s,
9386,2115,憾,hàn,"(Equivalent:  遺憾 yíhàn) regret, sorry",t,
9387,2116,懒,lǎn,"lazy, sluggish",s,
9388,2116,懶,lǎn,"lazy, sluggish",t,
9389,2116,伸懒腰,lǎn, shēn lǎnyāo stretch oneself,s,
9390,2116,伸懶腰,lǎn,伸懶腰 shēn lǎnyāo stretch oneself,t,
9391,2117,姨,yí,"aunt (mother's sister), sister-in-law (wife's sister)",s,
9392,2117,姨,yí,"aunt (mother's sister), sister-in-law (wife's sister)",t,
9393,2118,喘,chuǎn,"(Equivalent:  喘气 chuǎnqì) pant, gasp for breath",s,
9394,2118,喘,chuǎn,"(Equivalent:  喘氣 chuǎnqì) pant, gasp for breath",t,
9395,2118,气喘,chuǎn, qìchuǎn asthma,s,
9396,2118,氣喘,chuǎn,氣喘 qìchuǎn asthma,t,
9397,2119,兽,shòu,"beast, wild animal, (Equivalent:  野兽 yěshòu) beastly, crude, uncivilized",s,
9398,2119,獸,shòu,"beast, wild animal, (Equivalent:  野獸 yěshòu) beastly, crude, uncivilized",t,
9399,2120,陌,mò,"path between fields, (Equivalent:  陌生 mòshēng) strange",s,
9400,2120,陌,mò,"path between fields, (Equivalent:  陌生 mòshēng) strange",t,
9401,2120,陌生人,mò, mòshēngrén stranger,s,
9402,2120,陌生人,mò,陌生人 mòshēngrén stranger,t,
9403,2121,罩,zhào,"cover, hood, overalls, cage",s,
9404,2121,罩,zhào,"cover, hood, overalls, cage",t,
9405,2122,猎,liè,"(Equivalent:  打猎 dǎliè) hunt, chase",s,
9406,2122,獵,liè,"(Equivalent:  打獵 dǎliè) hunt, chase",t,
9407,2122,猎人,liè, lièren hunter,s,
9408,2122,獵人,liè,獵人 lièren hunter,t,
9409,2122,猎狗,liè, liègǒu hound,s,
9410,2122,獵狗,liè,獵狗 liègǒu hound,t,
9411,2123,嵩,sōng,lofty (mountain),s,
9412,2123,嵩,sōng,lofty (mountain),t,
9413,2123,嵩山,sōng, Sōngshān mountain in Hénán,s,
9414,2123,嵩山,sōng,嵩山 Sōngshān mountain in Hénán,t,
9415,2124,盐,yán,salt,s,
9416,2124,鹽,yán,salt,t,
9417,2125,饥,jī,"starve, be hungry, famine",s,
9418,2125,飢,jī,"starve, be hungry, famine",t,
9419,2125,饥饿,jī," jī'è hunger, starvation",s,
9420,2125,飢餓,jī,"飢餓 jī'è hunger, starvation",t,
9421,2126,凄,qī,"cold, chilly, sad",s,
9422,2126,凄,qī,"cold, chilly, sad",t,
9423,2126,凄凉,qī, qīliáng desolate,s,
9424,2126,凄涼,qī,凄涼 qīliáng desolate,t,
9425,2126,凄惨,qī, qīcǎn wretched,s,
9426,2126,凄慘,qī,凄慘 qīcǎn wretched,t,
9427,2127,喉,hóu,"(Equivalent:  喉咙 hóulóng) throat, larynx",s,
9428,2127,喉,hóu,"(Equivalent:  喉嚨 hóulóng) throat, larynx",t,
9429,2128,宴,yàn,(Equivalent:  宴会 yànhuì) banquet,s,
9430,2128,宴,yàn,(Equivalent:  宴會 yànhuì) banquet,t,
9431,2129,腔,qiāng,"cavity, tune, pitch, accent, speech",s,
9432,2129,腔,qiāng,"cavity, tune, pitch, accent, speech",t,
9433,2130,翰,hàn,"writing brush, writing",s,
9434,2130,翰,hàn,"writing brush, writing",t,
9435,2131,膝,xī,(Equivalent:  膝盖 xīgài) knee,s,
9436,2131,膝,xī,(Equivalent:  膝蓋 xīgài) knee,t,
9437,2132,陵,líng,"hill, mound, tomb",s,
9438,2132,陵,líng,"hill, mound, tomb",t,
9439,2132,十三陵,líng, Shísānlíng the 13 Ming tombs,s,
9440,2132,十三陵,líng,十三陵 Shísānlíng the 13 Ming tombs,t,
9441,2133,蜂,fēng,"bee, wasp",s,
9442,2133,蜂,fēng,"bee, wasp",t,
9443,2133,蜜蜂,fēng, mìfēng honeybee,s,
9444,2133,蜜蜂,fēng,蜜蜂 mìfēng honeybee,t,
9445,2133,蜂房,fēng, fēngfáng beehive,s,
9446,2133,蜂房,fēng,蜂房 fēngfáng beehive,t,
9447,2134,逻,luó,patrol,s,
9448,2134,邏,luó,patrol,t,
9449,2134,逻辑,luó, luóji <loan> logic,s,
9450,2134,邏輯,luó,邏輯 luóji <loan> logic,t,
9451,2135,劈,pī,"chop, split",s,
9452,2135,劈,pī,"chop, split",t,
9453,2135,劈,pǐ,"divide, split",s,
9454,2135,劈,pǐ,"divide, split",t,
9455,2136,廉,lián,"honest, clean, low-priced",s,
9456,2136,廉,lián,"honest, clean, low-priced",t,
9457,2137,裹,guǒ,"bind, wrap",s,
9458,2137,裹,guǒ,"bind, wrap",t,
9459,2137,包裹,guǒ," bāoguǒ bundle, package",s,
9460,2137,包裹,guǒ,"包裹 bāoguǒ bundle, package",t,
9461,2138,骄,jiāo,"severe, (Equivalent:  骄傲 jiāo'ào) arrogant, proud",s,
9462,2138,驕,jiāo,"severe, (Equivalent:  驕傲 jiāo'ào) arrogant, proud",t,
9463,2139,贩,fàn,贩子 fànzi dealer,s,
9464,2139,販,fàn,販子 fànzi dealer,t,
9465,2139,贩卖,fàn," fànmài deal in, traffic, peddle",s,
9466,2139,販賣,fàn,"販賣 fànmài deal in, traffic, peddle",t,
9467,2140,绘,huì,"paint, draw",s,
9468,2140,繪,huì,"paint, draw",t,
9469,2140,绘画,huì," huìhuà drawing, painting",s,
9470,2140,繪畫,huì,"繪畫 huìhuà drawing, painting",t,
9471,2141,崖,yá,"(Equivalent:  崖壁 yábì) precipice, cliff",s,
9472,2141,崖,yá,"(Equivalent:  崖壁 yábì) precipice, cliff",t,
9473,2142,辰,chén,"time, day, occasion, celestial bodies, 2-hr period",s,
9474,2142,辰,chén,"time, day, occasion, celestial bodies, 2-hr period",t,
9475,2142,星辰,chén, xīngchén star,s,
9476,2142,星辰,chén,星辰 xīngchén star,t,
9477,2143,涯,yá,天涯 tiānyá edge of world,s,
9478,2143,涯,yá,天涯 tiānyá edge of world,t,
9479,2143,生涯,yá," shēngyá career, profession",s,
9480,2143,生涯,yá,"生涯 shēngyá career, profession",t,
9481,2144,戈,gē,ancient Chinese weapon similar to dagger axe or halberd,s,
9482,2144,戈,gē,ancient Chinese weapon similar to dagger axe or halberd,t,
9483,2145,坑,kēng,"hole, pit",s,
9484,2145,坑,kēng,"hole, pit",t,
9485,2146,遮,zhē,"cover, hide, block",s,
9486,2146,遮,zhē,"cover, hide, block",t,
9487,2147,擒,qín,"capture, catch, seize",s,
9488,2147,擒,qín,"capture, catch, seize",t,
9489,2148,蛮,mán,"quite, very, fierce, (Equivalent:  野蛮 yěmán) barbaric",s,
9490,2148,蠻,mán,"quite, very, fierce, (Equivalent:  野蠻 yěmán) barbaric",t,
9491,2148,蛮横,mán, mánhèng unreasonable,s,
9492,2148,蠻橫,mán,蠻橫 mánhèng unreasonable,t,
9493,2149,芷,zhǐ,白芷 báizhǐ <Chinese medicine> root of Dahurian Angelica,s,
9494,2149,芷,zhǐ,白芷 báizhǐ <Chinese medicine> root of Dahurian Angelica,t,
9495,2150,堵,dǔ,"stop up, block, <classifier for walls>, <family name>",s,
9496,2150,堵,dǔ,"stop up, block, <classifier for walls>, <family name>",t,
9497,2150,一堵墙,dǔ, yì dǔ qiáng a wall,s,
9498,2150,一堵牆,dǔ,一堵牆 yì dǔ qiáng a wall,t,
9499,2151,雇,gù,"(Equivalent:  雇佣 gùyōng) hire, employ",s,
9500,2151,雇,gù,"(Equivalent:  雇佣 gùyōng) hire, employ",t,
9501,2151,雇主,gù, gùzhǔ employer,s,
9502,2151,雇主,gù,雇主 gùzhǔ employer,t,
9503,2151,雇员,gù, gùyuán employee,s,
9504,2151,雇員,gù,雇員 gùyuán employee,t,
9505,2152,挽,wǎn,"draw, pull, roll up",s,
9506,2152,輓,wǎn,"draw, pull, roll up",t,
9507,2152,挽救,wǎn, wǎnjiù rescue,s,
9508,2152,輓救,wǎn,輓救 wǎnjiù rescue,t,
9509,2152,輓,wǎn,pull (cart/carriage,t,
9510,2152,挽,wǎn,(Traditional: 挽) pull (cart/carriage),s,
9511,2152,輓,wǎn,(Traditional: 輓) pull (cart/carriage),t,
9512,2152,挽,wǎn,lament,s,
9513,2152,輓,wǎn,lament,t,
9514,2153,眠,mián,(睡眠 shuìmián) sleep,s,
9515,2153,眠,mián,(睡眠 shuìmián) sleep,t,
9516,2153,冬眠,mián, dōngmián hibernate,s,
9517,2153,冬眠,mián,冬眠 dōngmián hibernate,t,
9518,2154,吻,wěn,"kiss, animal's mouth, muzzle, lips",s,
9519,2154,吻,wěn,"kiss, animal's mouth, muzzle, lips",t,
9520,2155,孝,xiào,"filial, filial piety, mourning",s,
9521,2155,孝,xiào,"filial, filial piety, mourning",t,
9522,2156,泊,bó,"at anchor, moor, berth",s,
9523,2156,泊,bó,"at anchor, moor, berth",t,
9524,2156,湖泊,pō, húpō lakes,s,
9525,2156,湖泊,pō,湖泊 húpō lakes,t,
9526,2157,撕,sī,"rip, tear",s,
9527,2157,撕,sī,"rip, tear",t,
9528,2157,撕毁,sī, sīhuǐ tear apart,s,
9529,2157,撕毀,sī,撕毀 sīhuǐ tear apart,t,
9530,2157,提撕,xī," tíxī arouse attention, help and guide",s,
9531,2157,提撕,xī,"提撕 tíxī arouse attention, help and guide",t,
9532,2158,虹,hóng,(Equivalent:  彩虹 cǎihóng) rainbow,s,
9533,2158,虹,hóng,(Equivalent:  彩虹 cǎihóng) rainbow,t,
9534,2158,虹,jiàng,<colloquial> rainbow,s,
9535,2158,虹,jiàng,<colloquial> rainbow,t,
9536,2159,叙,xù,"chat, (Equivalent:  叙述 xùshù, =叙事 xùshì) narrate, relate",s,
9537,2159,敘,xù,"chat, (Equivalent:  敘述 xùshù, =敘事 xùshì) narrate, relate",t,
9538,2160,粹,cuì,"(Equivalent:  纯粹 chúncuì) pure, unadulterated",s,
9539,2160,粹,cuì,"(Equivalent:  純粹 chúncuì) pure, unadulterated",t,
9540,2161,勉,miǎn,make an effort,s,
9541,2161,勉,miǎn,make an effort,t,
9542,2161,勉强,miǎn, miǎnqiǎng force,s,
9543,2161,勉強,miǎn,勉強 miǎnqiǎng force,t,
9544,2161,勉,miǎn,with difficulty,s,
9545,2161,勉,miǎn,with difficulty,t,
9546,2162,竭,jié,"(Equivalent:  竭力 jiélì) do one's utmost, (Equivalent:  竭尽 jiéjìn) use up, exhaust",s,
9547,2162,竭,jié,"(Equivalent:  竭力 jiélì) do one's utmost, (Equivalent:  竭盡 jiéjìn) use up, exhaust",t,
9548,2163,歪,wāi,"crooked, askew, inclined, devious",s,
9549,2163,歪,wāi,"crooked, askew, inclined, devious",t,
9550,2164,慎,shèn,"cautious, careful",s,
9551,2164,慎,shèn,"cautious, careful",t,
9552,2165,棵,kē,"<classifier for trees, cabbages, etc.>",s,
9553,2165,棵,kē,"<classifier for trees, cabbages, etc.>",t,
9554,2165,一棵树,kē, yí kè shù a tree,s,
9555,2165,一棵樹,kē,一棵樹 yí kè shù a tree,t,
9556,2166,樸,pǔ,(Equivalent:  樸素 pǔsù,t,
9557,2166,朴,pǔ,(Traditional: 朴) (Equivalent:  朴素 pǔsù) simple,s,
9558,2166,樸,pǔ,(Traditional: 樸) (Equivalent:  樸素 pǔsù) simple,t,
9559,2166,朴,Piáo,<family name>,s,
9560,2166,樸,Piáo,<family name>,t,
9561,2166,朴树,pò, pòshù Chinese hackberry,s,
9562,2166,樸樹,pò,樸樹 pòshù Chinese hackberry,t,
9563,2166,朴刀,pō, pōdāo a type of long knife,s,
9564,2166,樸刀,pō,樸刀 pōdāo a type of long knife,t,
9565,2167,械,xiè,"machinery, (Equivalent:  机械 jīxiè) mechanical",s,
9566,2167,械,xiè,"machinery, (Equivalent:  機械 jīxiè) mechanical",t,
9567,2167,器械,xiè, qìxiè apparatus,s,
9568,2167,器械,xiè,器械 qìxiè apparatus,t,
9569,2168,溪,xī,"(Equivalent:  溪流 xīliú) brook, small stream",s,
9570,2168,溪,xī,"(Equivalent:  溪流 xīliú) brook, small stream",t,
9571,2169,莉,lì,茉莉 mòli jasmine,s,
9572,2169,莉,lì,茉莉 mòli jasmine,t,
9573,2169,茉莉花茶,lì, mòli huāchá jasmine tea,s,
9574,2169,茉莉花茶,lì,茉莉花茶 mòli huāchá jasmine tea,t,
9575,2170,斑,bān,"spot, speck, stripe",s,
9576,2170,斑,bān,"spot, speck, stripe",t,
9577,2170,斑马,bān, bānmǎ zebra,s,
9578,2170,斑馬,bān,斑馬 bānmǎ zebra,t,
9579,2171,磕,kē,knock against,s,
9580,2171,磕,kē,knock against,t,
9581,2171,磕头,kē, kētóu kowtow,s,
9582,2171,磕頭,kē,磕頭 kētóu kowtow,t,
9583,2171,磕碰,kē, kēpèng collide with,s,
9584,2171,磕碰,kē,磕碰 kēpèng collide with,t,
9585,2172,寡,guǎ,"few, scant, tasteless",s,
9586,2172,寡,guǎ,"few, scant, tasteless",t,
9587,2172,寡妇,guǎ, guǎfu widow,s,
9588,2172,寡婦,guǎ,寡婦 guǎfu widow,t,
9589,2172,沉默寡言,guǎ, chénmòguǎyán habitually silent,s,
9590,2172,沉默寡言,guǎ,沉默寡言 chénmòguǎyán habitually silent,t,
9591,2173,循,xún,"follow, abide by",s,
9592,2173,循,xún,"follow, abide by",t,
9593,2173,循环,xún," xúnhuán circulate, cycle",s,
9594,2173,循環,xún,"循環 xúnhuán circulate, cycle",t,
9595,2174,斩,zhǎn,chop,s,
9596,2174,斬,zhǎn,chop,t,
9597,2175,掠,lüè,"take by force, (Equivalent:  掠夺 lüèduó) pillage, plunder",s,
9598,2175,掠,lüè,"take by force, (Equivalent:  掠奪 lüèduó) pillage, plunder",t,
9599,2175,掠过,lüè, lüèguò) sweep past,s,
9600,2175,掠過,lüè,(掠過 lüèguò) sweep past,t,
9601,2175,掠,lüě,"sweep/brush past, snatch away",s,
9602,2175,掠,lüě,"sweep/brush past, snatch away",t,
9603,2176,吕,Lǚ,<family name>,s,
9604,2176,呂,Lǚ,<family name>,t,
9605,2177,昔,xī,"(Equivalent:  昔日 xīrì) former times, the past",s,
9606,2177,昔,xī,"(Equivalent:  昔日 xīrì) former times, the past",t,
9607,2177,往昔,xī, wǎngxī in the past,s,
9608,2177,往昔,xī,往昔 wǎngxī in the past,t,
9609,2178,郊,jiāo,"(Equivalent:  郊区 jiāoqū, =郊外 jiaowài) suburbs, outskirts",s,
9610,2178,郊,jiāo,"(Equivalent:  郊區 jiāoqū, =郊外 jiaowài) suburbs, outskirts",t,
9611,2179,爵,jué,"rank of nobility, peerage",s,
9612,2179,爵,jué,"rank of nobility, peerage",t,
9613,2179,爵士,jué, juéshì knight,s,
9614,2179,爵士,jué,爵士 juéshì knight,t,
9615,2179,爵士音乐,jué, juéshì yīnyuè jazz,s,
9616,2179,爵士音樂,jué,爵士音樂 juéshì yīnyuè jazz,t,
9617,2180,徽,huī,"emblem, badge, insignia",s,
9618,2180,徽,huī,"emblem, badge, insignia",t,
9619,2180,安徽省,huī, ?nhuī shěng Anhui Province,s,
9620,2180,安徽省,huī,安徽省 ?nhuī shěng Anhui Province,t,
9621,2181,磁,cí,magnetism,s,
9622,2181,磁,cí,magnetism,t,
9623,2181,磁铁,cí, cítiě magnet,s,
9624,2181,磁鐵,cí,磁鐵 cítiě magnet,t,
9625,2181,磁带,cí, cídài (magnetic) tape,s,
9626,2181,磁帶,cí,磁帶 cídài (magnetic) tape,t,
9627,2182,俯,fǔ,"bow (one's head), bend down",s,
9628,2182,俯,fǔ,"bow (one's head), bend down",t,
9629,2182,俯冲,fǔ, fǔchōng dive,s,
9630,2182,俯衝,fǔ, fǔchōng dive,t,
9631,2182,俯瞰,fǔ," fǔkàn look down at, overlook",s,
9632,2182,俯瞰,fǔ,"俯瞰 fǔkàn look down at, overlook",t,
9633,2183,谭,tán,"talk, <family name>",s,
9634,2183,譚,tán,"talk, <family name>",t,
9635,2183,天方夜谭,tán, tiānfāngyètán the story of Arabian Nights,s,
9636,2183,天方夜譚,tán,天方夜譚 tiānfāngyètán the story of Arabian Nights,t,
9637,2184,鼎,dǐng,"ancient cooking vessel, tripod",s,
9638,2184,鼎,dǐng,"ancient cooking vessel, tripod",t,
9639,2185,拂,fú,"stroke, touch lightly, whisk, flick, go against (somebody's wishes)",s,
9640,2185,拂,fú,"stroke, touch lightly, whisk, flick, go against (somebody's wishes)",t,
9641,2185,拂晓,fú, fúxiǎo before daybreak,s,
9642,2185,拂曉,fú,拂曉 fúxiǎo before daybreak,t,
9643,2185,拂,bì,(Equivalent:  弼) assist,s,
9644,2185,拂,bì,(Equivalent:  弼) assist,t,
9645,2186,俺,ǎn,"I, we",s,
9646,2186,俺,ǎn,"I, we",t,
9647,2186,俺们,ǎn, ǎnmen we (refers to speakers only),s,
9648,2186,俺們,ǎn,俺們 ǎnmen we (refers to speakers only),t,
9649,2187,嫂,sǎo,"(Equivalent:  大嫂 dàsǎo) elder brother's wife, sister-in-law",s,
9650,2187,嫂,sǎo,"(Equivalent:  大嫂 dàsǎo) elder brother's wife, sister-in-law",t,
9651,2188,帕,pà,"kerchies, (Equivalent:  手帕 shǒupà) handkerchief",s,
9652,2188,帕,pà,"kerchies, (Equivalent:  手帕 shǒupà) handkerchief",t,
9653,2189,嗯,ńg,"What?, Huh?",s,
9654,2189,嗯,ńg,"What?, Huh?",t,
9655,2189,嗯,ňg,"How come?, Why?",s,
9656,2189,嗯,ňg,"How come?, Why?",t,
9657,2189,嗯,?g,"O.K., Agreed!",s,
9658,2189,嗯,?g,"O.K., Agreed!",t,
9659,2190,冻,dòng,freeze,s,
9660,2190,凍,dòng,freeze,t,
9661,2191,婉,wǎn,"gentle, (Equivalent:  婉转 wǎnzhuǎn) tactful, agreeable",s,
9662,2191,婉,wǎn,"gentle, (Equivalent:  婉轉 wǎnzhuǎn) tactful, agreeable",t,
9663,2192,桐,tóng,parasol tree,s,
9664,2192,桐,tóng,parasol tree,t,
9665,2192,桐油,tóng, tóngyóu tung oil,s,
9666,2192,桐油,tóng,桐油 tóngyóu tung oil,t,
9667,2193,骆,luò,(Equivalent:  骆驼 luòtuo) camel,s,
9668,2193,駱,luò,(Equivalent:  駱駝 luòtuo) camel,t,
